word,count,dataset
herzog perhaps,1,movies
unmistakably herzog,1,movies
enjoyably fast,1,movies
moving hard,1,movies
hitting documentary,1,movies
results last,1,movies
last dance,1,movies
dance whatever,1,movies
flaws fulfills,1,movies
fulfills one,1,movies
one facet,1,movies
film's constant,1,movies
constant mood,1,movies
unhurried narrative,1,movies
masterfully controlled,1,movies
novel's deeper,1,movies
deeper intimate,1,movies
intimate resonances,1,movies
â€“ ironically,1,movies
ironically distanced,1,movies
distanced us,1,movies
stunning film,1,movies
kind tour,1,movies
cho's face,1,movies
amazing slapstick,1,movies
slapstick instrument,1,movies
instrument creating,1,movies
living mug,1,movies
mug shots,1,movies
arnie musclefest,1,movies
much resonance,1,movies
world events,2,movies
ultimately comes,2,movies
insultingly simplistic,1,movies
film tackles,2,movies
relatively serious,1,movies
serious subject,2,movies
open mind,1,movies
considerable good,1,movies
never less,2,movies
funny ultimately,1,movies
ultimately heartbreaking,1,movies
heartbreaking look,1,movies
contemporary china,1,movies
new sequel,1,movies
sequel analyze,1,movies
may hinge,1,movies
funny charming,2,movies
film acting,1,movies
acting debut,1,movies
prevention rather,1,movies
place blame,1,movies
blame making,1,movies
best war,1,movies
war movies,5,movies
one viewing,1,movies
engaging examination,1,movies
similar obsessions,1,movies
obsessions can,1,movies
can dominate,1,movies
new release,1,movies
tears come,1,movies
final beautiful,1,movies
beautiful scene,1,movies
finally feel,1,movies
feel absolutely,1,movies
absolutely earned,1,movies
faithful without,1,movies
forceful sad,1,movies
sad without,1,movies
shrill ''a,1,movies
''a walk,1,movies
remember'' succeeds,1,movies
characterization marred,1,movies
inexplicable utterly,1,movies
utterly distracting,1,movies
distracting blunder,1,movies
paying attention,1,movies
''big twists'',1,movies
pretty easy,1,movies
less entertaining,2,movies
unassuming films,1,movies
nonetheless appreciates,1,movies
music scene,1,movies
transcends culture,1,movies
situations volatile,1,movies
comic opportunities,1,movies
opportunities richly,1,movies
richly rewarded,1,movies
splendid performances,2,movies
honored screen,1,movies
screen veteran,1,movies
sparkling newcomer,1,movies
instantly transform,1,movies
believable mother,1,movies
mother daughter,4,movies
daughter pair,1,movies
uneasy bonds,1,movies
unsentimental treatment,1,movies
marvelous film,1,movies
fi techno,1,movies
techno sex,1,movies
sex thriller,1,movies
thriller starts,1,movies
just keeps,1,movies
keeps getting,2,movies
getting weirder,1,movies
orders nurtures,1,movies
multi layers,1,movies
characters allowing,1,movies
allowing us,2,movies
life's ultimately,1,movies
affecting amusing,1,movies
amusing sad,1,movies
director walter,2,movies
walter hill,2,movies
hypermasculine element,1,movies
real vitality,1,movies
even art,1,movies
pulpy concept,1,movies
completely forgettable,1,movies
happy heady,1,movies
heady jumble,1,movies
insane comic,1,movies
comic undertaking,1,movies
ultimately coheres,1,movies
breathtakingly creative,1,movies
creative film,1,movies
new time,1,movies
hardly perfect,1,movies
perfect yet,1,movies
proves surprisingly,1,movies
surprisingly serviceable,1,movies
serviceable even,1,movies
half bad,3,movies
everyone growing,1,movies
family must,1,movies
must look,1,movies
like ''the,1,movies
''the addams,1,movies
addams family'',1,movies
everyone looking,1,movies
''my big,1,movies
greek wedding'',1,movies
wedding'' comes,1,movies
folks started,1,movies
started hanging,1,movies
never wanted,1,movies
leave chances,1,movies
lucas returns,1,movies
tale full,2,movies
character dimension,1,movies
pure composition,1,movies
form film,1,movies
extraordinary dramatic,1,movies
dramatic experience,1,movies
every individual,1,movies
individual will,1,movies
will see,3,movies
will take,3,movies
take away,3,movies
can tolerate,2,movies
redneck versus,1,movies
versus blueblood,1,movies
blueblood cliches,1,movies
film trades,1,movies
jeff foxworthy's,1,movies
foxworthy's stand,1,movies
treat watching,1,movies
watching shaw,1,movies
british stage,1,movies
stage icon,1,movies
icon melting,1,movies
phocion's attentions,1,movies
trail press,1,movies
press especially,1,movies
especially ones,1,movies
really care,6,movies
bull throwback,1,movies
1970s action,1,movies
action films,4,movies
zips along,1,movies
movie verve,1,movies
rich details,1,movies
broke acting,1,movies
heralds something,1,movies
something special,3,movies
bracing truth,1,movies
female bonding,2,movies
bonding pictures,1,movies
pictures like,1,movies
like divine,1,movies
strange film,1,movies
hedonistic gusto,1,movies
result puts,1,movies
great minds,1,movies
times interesting,1,movies
care less,1,movies
scorpion king,4,movies
big point,1,movies
can change,1,movies
psychological barriers,1,movies
barriers keep,1,movies
speaking even,1,movies
one word,3,movies
unexpected moments,1,movies
authentically impulsive,1,movies
impulsive humor,1,movies
bittersweet uncommonly,1,movies
uncommonly sincere,1,movies
sincere movie,1,movies
frank humanity,1,movies
emotional recovery,1,movies
opera exactly,1,movies
libretto directs,1,movies
directs ideally,1,movies
ideally capturing,1,movies
opera's drama,1,movies
sincerely crafted,1,movies
crafted picture,1,movies
traffic jam,1,movies
holiday movies,1,movies
endlessly grotesquely,1,movies
grotesquely inventive,1,movies
audiard successfully,1,movies
successfully maintains,1,movies
maintains suspense,1,movies
levels throughout,1,movies
credit director,1,movies
director ramsay,1,movies
sometimes improbable,1,movies
improbable story,1,movies
feel realistic,1,movies
dicaprio's best,1,movies
anything ever,1,movies
watchable film,1,movies
witherspoon puts,1,movies
valley girl,1,movies
girl image,1,movies
really steals,1,movies
emotions seem,1,movies
seem authentic,1,movies
lovely toward,1,movies
129 minute,1,movies
dutifully pulling,1,movies
heartstrings directors,1,movies
directors dean,1,movies
dean deblois,1,movies
chris sanders,1,movies
sanders valiantly,1,movies
valiantly keep,1,movies
keep punching,1,movies
ambitious unsettling,1,movies
unsettling psychodrama,1,movies
takes full,1,movies
full chilling,1,movies
chilling advantage,1,movies
rough around,1,movies
edges low,1,movies
budget constraints,1,movies
eric byler's,1,movies
byler's nuanced,1,movies
nuanced pic,1,movies
pic avoids,1,movies
avoids easy,1,movies
easy sentiments,1,movies
hormonal melodrama,1,movies
melodrama ''real,1,movies
''real women,1,movies
sweet honest,1,movies
enjoyable comedy,2,movies
wants many,1,movies
many things,4,movies
little longer,2,movies
muccino either,1,movies
blithely anachronistic,1,movies
slyly achronological,1,movies
1950's doris,1,movies
doris day,1,movies
day feel,1,movies
first five,2,movies
five minutes,6,movies
minutes will,1,movies
talking 'til,1,movies
silly movie,2,movies
oddly riveting,1,movies
riveting documentary,2,movies
laws political,1,movies
common decency,1,movies
displays something,1,movies
important respect,1,movies
flawed crazy,1,movies
crazy people,1,movies
big trouble,2,movies
funny little,3,movies
undeniably gorgeous,1,movies
gorgeous terminally,1,movies
terminally smitten,1,movies
smitten document,1,movies
cinema verite,1,movies
verite speculation,1,movies
john f,1,movies
f kennedy,1,movies
kennedy may,1,movies
fresh territory,1,movies
film never,13,movies
feels derivative,1,movies
observed character,1,movies
age movie,4,movies
laughs aplenty,1,movies
bonus viewers,1,movies
farts urine,1,movies
urine feces,1,movies
feces semen,1,movies
foul substances,1,movies
overrun modern,1,movies
day comedies,1,movies
bittersweet drama,1,movies
truth telling,2,movies
telling can,1,movies
can open,1,movies
confident work,1,movies
first 89,1,movies
89 minutes,2,movies
horrendously confusing,1,movies
final two,1,movies
salma goes,1,movies
goes native,1,movies
colorful bio,1,movies
mexican icon,1,movies
alexandre desplat's,1,movies
desplat's haunting,1,movies
sublime music,1,movies
movie completely,1,movies
completely transfixes,1,movies
philippe mora's,1,movies
mora's modern,1,movies
modern hitler,1,movies
hitler study,1,movies
study snide,1,movies
joyful solo,1,movies
solo performance,1,movies
buoyant energy,1,movies
energy level,2,movies
film's city,1,movies
city beginnings,1,movies
country conclusion,1,movies
' despite,2,movies
despite lagging,1,movies
lagging near,1,movies
movie runs,2,movies
good race,1,movies
race one,1,movies
long stretches,1,movies
stretches ',1,movies
guiltless film,1,movies
nice evening,1,movies
deflated ending,1,movies
ending aside,1,movies
treat â€“,1,movies
delightful witty,1,movies
witty improbable,1,movies
improbable romantic,1,movies
zippy jazzy,1,movies
jazzy score,1,movies
score grant,1,movies
bullock make,1,movies
leads delivering,1,movies
delivering oscar,1,movies
oscar caliber,2,movies
caliber performances,1,movies
good except,1,movies
savage john,1,movies
john waters,3,movies
waters like,1,movies
like humor,1,movies
tastelessness without,1,movies
ever quite,1,movies
quite falling,1,movies
divine calling,1,movies
painstaking process,1,movies
imparting knowledge,1,movies
may seriously,1,movies
seriously impair,1,movies
straight face,3,movies
highway patrolman,1,movies
interesting effort,1,movies
effort particularly,1,movies
jfk conspiracy,1,movies
conspiracy nuts,1,movies
barry's cold,1,movies
cold fish,2,movies
fish act,1,movies
act makes,1,movies
experience worthwhile,1,movies
new routes,1,movies
familiar neighborhood,1,movies
brings awareness,1,movies
issue often,1,movies
often overlooked,1,movies
overlooked women's,1,movies
women's depression,1,movies
marvelous first,1,movies
first 101,1,movies
101 minutes,1,movies
misconceived final,1,movies
final 5,1,movies
caffeinated sloppy,1,movies
sloppy brilliance,1,movies
brilliance sparkling,1,movies
dutiful efforts,1,movies
disciplined grade,1,movies
grade grubbers,1,movies
almost see,1,movies
see mendes,1,movies
company getting,1,movies
getting together,1,movies
single frame,1,movies
collectively vowing,1,movies
vowing 'this,1,movies
good ',1,movies
especially fine,1,movies
lioness protecting,1,movies
reluctant villain,1,movies
villain incapable,1,movies
scariest movie,1,movies
movie ever,8,movies
will wear,2,movies
misty even,1,movies
may rate,1,movies
fun family,2,movies
family fare,3,movies
recent holiday,1,movies
holiday season,3,movies
although frailty,1,movies
frailty fits,1,movies
classic genre,1,movies
remarkably original,1,movies
original work,1,movies
movie leaves,1,movies
also leaves,1,movies
intriguingly contemplative,1,movies
climactic events,1,movies
may forget,1,movies
original conflict,1,movies
conflict just,1,movies
just like,8,movies
rude black,1,movies
catalytic effect,1,movies
holy fool,1,movies
cutthroat world,1,movies
children's television,1,movies
unrelenting bleak,1,movies
bleak insistence,1,movies
finding meaning,1,movies
work just,1,movies
just becomes,1,movies
becomes sad,1,movies
horror movie's,1,movies
movie's primary,1,movies
primary goal,2,movies
works spectacularly,1,movies
spectacularly well,1,movies
shiver inducing,1,movies
inducing nerve,1,movies
nerve rattling,1,movies
rattling ride,1,movies
playful iranian,1,movies
iranian parable,1,movies
openness particularly,1,movies
diverse political,1,movies
political perspectives,1,movies
get along,1,movies
along despite,1,movies
ideological differences,1,movies
brilliantly written,1,movies
acted yellow,1,movies
yellow asphalt,1,movies
uncompromising film,1,movies
'alabama' manages,1,movies
occasional slowness,1,movies
due primarily,1,movies
watch even,1,movies
first rate,7,movies
frills docu,1,movies
docu dogma,1,movies
dogma plainness,1,movies
plainness yet,1,movies
yet miller,1,movies
miller lingers,1,movies
