,topic,word,count,prop,score
716,1,yellow,2,0.0004171011470281543,0.22815
717,1,yellow,2,0.0004171011470281543,0.26233
718,1,yellow,2,0.0004171011470281543,0.0
719,1,tape,4,0.0008342022940563086,0.0
720,1,tape,4,0.0008342022940563086,0.0
721,1,lifeless,1,0.00020855057351407716,-0.67781
722,1,jean,1,0.00020855057351407716,0.0
723,1,hindering,1,0.00020855057351407716,0.0
724,1,straightjacket,1,0.00020855057351407716,0.0
726,1,slip,1,0.00020855057351407716,-0.21925999999999998
727,1,slip,1,0.00020855057351407716,-0.20456
728,1,silk,1,0.00020855057351407716,0.0
729,1,jumper,1,0.00020855057351407716,-0.11752
731,1,flesh,2,0.0004171011470281543,0.0
732,1,flesh,2,0.0004171011470281543,0.0
736,1,cage,1,0.00020855057351407716,0.0
737,1,cage,1,0.00020855057351407716,0.0
738,1,blade,1,0.00020855057351407716,-0.22424000000000002
739,1,palm,1,0.00020855057351407716,0.0
740,1,palm,1,0.00020855057351407716,0.0
742,1,greet,1,0.00020855057351407716,0.34319
744,1,core,3,0.0006256517205422315,0.29211
745,1,core,3,0.0006256517205422315,0.0
746,1,gaze,1,0.00020855057351407716,0.0
747,1,gaze,1,0.00020855057351407716,0.33155999999999997
748,1,bullshit,2,0.0004171011470281543,-0.6355
749,1,bullshit,2,0.0004171011470281543,-0.6138899999999999
750,1,beast,1,0.00020855057351407716,-0.14289000000000002
751,1,barefoot,1,0.00020855057351407716,0.0
752,1,barefoot,1,0.00020855057351407716,0.0
755,1,composure,2,0.0004171011470281543,0.17826
757,1,lock,8,0.0016684045881126173,-0.15033
758,1,lock,8,0.0016684045881126173,-0.11209000000000001
759,1,sanctuary,1,0.00020855057351407716,0.51454
760,1,newspaper,1,0.00020855057351407716,0.0
761,1,clipping,1,0.00020855057351407716,-0.0028399999999999996
762,1,headline,1,0.00020855057351407716,0.0
763,1,headline,1,0.00020855057351407716,-0.00013000000000000002
766,1,lair,1,0.00020855057351407716,0.00103
768,1,spend,2,0.0004171011470281543,0.24666
772,1,museum,2,0.0004171011470281543,0.0
773,1,classmate,5,0.0010427528675703858,0.0
774,1,hiding,9,0.0018769551616266945,0.0
775,1,ride,11,0.0022940563086548487,0.31966999999999995
776,1,ride,11,0.0022940563086548487,0.31043000000000004
777,1,domestically,1,0.00020855057351407716,0.0
778,1,shelter,3,0.0006256517205422315,0.38500999999999996
779,1,shelter,3,0.0006256517205422315,0.0
780,1,locker,1,0.00020855057351407716,0.0
781,1,arrest,2,0.0004171011470281543,0.0
782,1,arrest,2,0.0004171011470281543,-0.6434300000000001
783,1,screen,2,0.0004171011470281543,0.0
784,1,screen,2,0.0004171011470281543,0.0868
786,1,cuddle,2,0.0004171011470281543,0.62257
787,1,cuddle,2,0.0004171011470281543,0.65173
788,1,insistently,1,0.00020855057351407716,0.12208
789,1,cordial,1,0.00020855057351407716,0.30545
790,1,cordial,1,0.00020855057351407716,0.29035
791,1,privates,2,0.0004171011470281543,0.0
793,1,shocking,1,0.00020855057351407716,-0.13312000000000002
799,1,embarrassing,1,0.00020855057351407716,-0.39218000000000003
800,1,steady,1,0.00020855057351407716,0.41986999999999997
801,1,steady,1,0.00020855057351407716,0.0
802,1,steady,1,0.00020855057351407716,0.38649
803,1,steady,1,0.00020855057351407716,0.0
804,1,occasionally,3,0.0006256517205422315,0.0
807,1,reliant,1,0.00020855057351407716,0.0
809,1,shattered,1,0.00020855057351407716,-0.34088
810,1,intentionally,1,0.00020855057351407716,0.17826
813,1,nerves,1,0.00020855057351407716,0.00298
815,1,switch,1,0.00020855057351407716,0.0
816,1,switch,1,0.00020855057351407716,0.0
817,1,hazy,1,0.00020855057351407716,-0.35233000000000003
819,1,parole,1,0.00020855057351407716,0.0
820,1,parole,1,0.00020855057351407716,0.0
821,1,ring,2,0.0004171011470281543,0.5769
822,1,ring,2,0.0004171011470281543,0.0
823,1,insane,1,0.00020855057351407716,-0.6654399999999999
826,1,twenties,4,0.0008342022940563086,0.0
827,1,cigarette,1,0.00020855057351407716,0.0
828,1,trail,2,0.0004171011470281543,0.0
829,1,trail,2,0.0004171011470281543,0.0
831,1,creative,2,0.0004171011470281543,0.47866000000000003
832,1,river,5,0.0010427528675703858,0.0
836,1,function,1,0.00020855057351407716,0.0
837,1,function,1,0.00020855057351407716,0.0
838,1,scene,1,0.00020855057351407716,0.25067
839,1,answer,13,0.002711157455683003,0.0
840,1,answer,13,0.002711157455683003,0.31238
846,1,sudden,4,0.0008342022940563086,-0.34088
849,1,gothenburg,1,0.00020855057351407716,0.0
852,1,prostitute,1,0.00020855057351407716,-0.39943
853,1,prostitute,1,0.00020855057351407716,0.0
854,1,slightly,1,0.00020855057351407716,0.15754
855,1,larger,2,0.0004171011470281543,0.12208
857,1,shrine,1,0.00020855057351407716,0.0
858,1,shrine,1,0.00020855057351407716,0.0
859,1,grandpa,1,0.00020855057351407716,0.0
860,1,organization,1,0.00020855057351407716,0.12277
862,1,honestly,2,0.0004171011470281543,0.17826
863,1,properly,2,0.0004171011470281543,0.15955999999999998
865,1,dosed,2,0.0004171011470281543,0.12208
866,1,meth,4,0.0008342022940563086,0.0
867,1,dissolving,1,0.00020855057351407716,0.0
870,1,smoking,1,0.00020855057351407716,0.12208
871,1,smoking,1,0.00020855057351407716,0.0
872,1,setup,1,0.00020855057351407716,-0.1912
873,1,charger,1,0.00020855057351407716,0.08105
876,1,inter,1,0.00020855057351407716,0.0
878,1,nude,1,0.00020855057351407716,0.22823000000000002
879,1,nude,1,0.00020855057351407716,0.0
880,1,destruction,1,0.00020855057351407716,0.0
882,1,insanity,2,0.0004171011470281543,-0.55809
884,1,slide,1,0.00020855057351407716,0.0
885,1,slide,1,0.00020855057351407716,0.0
888,1,stick,2,0.0004171011470281543,0.0182
889,1,stick,2,0.0004171011470281543,0.10289000000000001
890,1,fool,1,0.00020855057351407716,-0.3997
891,1,fool,1,0.00020855057351407716,-0.36059
895,1,florida,3,0.0006256517205422315,0.0
897,1,peek,1,0.00020855057351407716,0.13011
898,1,peek,1,0.00020855057351407716,0.0
899,1,sophomore,3,0.0006256517205422315,0.0
900,1,sophomore,3,0.0006256517205422315,0.0
901,1,security,9,0.0018769551616266945,0.35616
904,1,clouded,1,0.00020855057351407716,-0.14304
908,1,van,5,0.0010427528675703858,0.0
911,1,hoarse,1,0.00020855057351407716,-0.28063
912,1,parked,3,0.0006256517205422315,0.0
913,1,epstein,1,0.00020855057351407716,0.0
915,1,timing,1,0.00020855057351407716,0.0
920,1,memoir,1,0.00020855057351407716,0.0
922,1,sterile,1,0.00020855057351407716,-0.061029999999999994
928,1,mile,1,0.00020855057351407716,0.0
929,1,financial,1,0.00020855057351407716,-0.00025
930,1,district,3,0.0006256517205422315,-0.05011
931,1,district,3,0.0006256517205422315,-0.04294
933,1,error,1,0.00020855057351407716,-0.41938000000000003
934,1,disturbed,2,0.0004171011470281543,-0.3427
935,1,shape,4,0.0008342022940563086,0.07979
936,1,shape,4,0.0008342022940563086,0.0
940,1,jerking,1,0.00020855057351407716,-0.42036
941,1,jerking,1,0.00020855057351407716,-0.19821
942,1,guest,3,0.0006256517205422315,0.0
944,1,coat,2,0.0004171011470281543,0.0
945,1,coat,2,0.0004171011470281543,0.0
946,1,razor,1,0.00020855057351407716,0.0
947,1,razor,1,0.00020855057351407716,0.0
951,1,psyche,1,0.00020855057351407716,0.0015400000000000001
952,1,cook,1,0.00020855057351407716,0.0
953,1,cook,1,0.00020855057351407716,0.56717
955,1,construction,2,0.0004171011470281543,0.0
956,1,tear,3,0.0006256517205422315,-0.45493999999999996
957,1,tear,3,0.0006256517205422315,0.0
958,1,nose,2,0.0004171011470281543,0.09158999999999999
959,1,nose,2,0.0004171011470281543,0.11057
960,1,enduring,1,0.00020855057351407716,0.45375
961,1,disabled,1,0.00020855057351407716,-0.5494899999999999
962,1,disabled,1,0.00020855057351407716,-0.52298
964,1,trace,1,0.00020855057351407716,-0.02543
965,1,trace,1,0.00020855057351407716,-0.06554
966,1,shot,2,0.0004171011470281543,0.0
967,1,shot,2,0.0004171011470281543,-0.54748
969,1,mid,5,0.0010427528675703858,0.0
970,1,unemployment,1,0.00020855057351407716,-0.62271
971,1,dismissed,1,0.00020855057351407716,0.0
972,1,disgust,3,0.0006256517205422315,-0.38226
973,1,disgust,3,0.0006256517205422315,-0.4503
975,1,shadow,3,0.0006256517205422315,0.04224
976,1,shadow,3,0.0006256517205422315,-0.02298
978,1,monstrous,1,0.00020855057351407716,-0.35973
980,1,troy,1,0.00020855057351407716,-0.0296
982,1,halloween,1,0.00020855057351407716,0.0
985,1,range,2,0.0004171011470281543,-0.0023899999999999998
986,1,range,2,0.0004171011470281543,0.0177
987,1,stubborn,1,0.00020855057351407716,-0.33323
988,1,formally,2,0.0004171011470281543,0.0
989,1,situated,1,0.00020855057351407716,0.0
991,1,obnoxious,1,0.00020855057351407716,-0.56923
992,1,destination,1,0.00020855057351407716,0.0
993,1,hurry,1,0.00020855057351407716,-0.13432
994,1,hurry,1,0.00020855057351407716,-0.12953
995,1,apologize,2,0.0004171011470281543,0.02453
998,1,jerk,2,0.0004171011470281543,-0.63756
999,1,jerk,2,0.0004171011470281543,-0.64832
1001,1,oversized,3,0.0006256517205422315,-0.15408
1002,1,pile,2,0.0004171011470281543,0.0
1003,1,pile,2,0.0004171011470281543,0.0
1004,1,aggressively,1,0.00020855057351407716,0.21734
1005,1,behave,2,0.0004171011470281543,0.34252
1006,1,no-show,1,0.00020855057351407716,0.0
1007,1,shoot,2,0.0004171011470281543,-0.39375
1008,1,shoot,2,0.0004171011470281543,-0.33177
1011,1,onetime,1,0.00020855057351407716,0.0
1012,1,protector,1,0.00020855057351407716,0.0
1013,1,confiding,1,0.00020855057351407716,0.28394
1016,1,teasing,1,0.00020855057351407716,-0.35183000000000003
1017,1,teasing,1,0.00020855057351407716,-0.1039
1018,1,directly,2,0.0004171011470281543,-0.12825
1019,1,motivated,1,0.00020855057351407716,0.0
1021,1,santa,1,0.00020855057351407716,0.15793
1022,1,boardwalk,1,0.00020855057351407716,0.0
1023,1,graceful,1,0.00020855057351407716,0.48936999999999997
1024,1,studious,1,0.00020855057351407716,0.09369
1025,1,logically,1,0.00020855057351407716,0.1067
1029,1,highschool,2,0.0004171011470281543,0.0
1030,1,pick-me-up,1,0.00020855057351407716,0.12208
1033,1,spiral,1,0.00020855057351407716,0.0
1034,1,spiral,1,0.00020855057351407716,0.0
1035,1,spiral,1,0.00020855057351407716,0.0
1038,1,intervene,1,0.00020855057351407716,0.0
1039,1,transport,3,0.0006256517205422315,0.22943000000000002
1040,1,transport,3,0.0006256517205422315,0.22458000000000003
1041,1,register,3,0.0006256517205422315,0.0
1042,1,register,3,0.0006256517205422315,0.10246
1045,1,persistence,1,0.00020855057351407716,0.30724
1047,1,boat,1,0.00020855057351407716,0.0
1048,1,boat,1,0.00020855057351407716,0.0
1052,1,removal,2,0.0004171011470281543,0.0
1054,1,restroom,2,0.0004171011470281543,0.0
1056,1,shook,2,0.0004171011470281543,0.0
1061,1,obstacle,1,0.00020855057351407716,0.0
1063,1,raspberry,1,0.00020855057351407716,0.5542
1064,1,baking,1,0.00020855057351407716,0.0
1065,1,baking,1,0.00020855057351407716,0.0
1067,1,glance,1,0.00020855057351407716,0.0
1068,1,glance,1,0.00020855057351407716,0.0
1069,1,sunset,1,0.00020855057351407716,0.6595
1070,1,sunset,1,0.00020855057351407716,0.0
1071,1,gleaming,1,0.00020855057351407716,0.29877
1072,1,gleaming,1,0.00020855057351407716,0.0
1074,1,pink,6,0.001251303441084463,0.0
1075,1,pink,6,0.001251303441084463,0.38395
1076,1,pink,6,0.001251303441084463,0.0
1080,1,frilly,1,0.00020855057351407716,-0.07997
1084,1,fat,2,0.0004171011470281543,-0.56726
1085,1,fat,2,0.0004171011470281543,0.0
1086,1,fat,2,0.0004171011470281543,0.0
1087,1,iceberg,1,0.00020855057351407716,0.0
1088,1,hoover,2,0.0004171011470281543,0.13086
1089,1,hoover,2,0.0004171011470281543,-0.07997
1090,1,tonight,2,0.0004171011470281543,0.0
1091,1,tonight,2,0.0004171011470281543,0.0
1095,1,tampering,1,0.00020855057351407716,0.0
1098,1,notice,2,0.0004171011470281543,0.2446
1099,1,notice,2,0.0004171011470281543,0.0
1100,1,irritation,1,0.00020855057351407716,-0.43993000000000004
1101,1,marine,1,0.00020855057351407716,0.0
1102,1,marine,1,0.00020855057351407716,0.2462
1103,1,abroad,2,0.0004171011470281543,0.0
1104,1,abroad,2,0.0004171011470281543,0.0
1105,1,foreign,2,0.0004171011470281543,-0.032119999999999996
1107,1,stare,4,0.0008342022940563086,0.0
1108,1,stare,4,0.0008342022940563086,-0.17415
1111,1,mistaken,1,0.00020855057351407716,-0.26536
1113,1,thoughtless,1,0.00020855057351407716,-0.19941
1114,1,mask,1,0.00020855057351407716,-0.044160000000000005
1115,1,mask,1,0.00020855057351407716,-0.05627000000000001
1118,1,pavement,2,0.0004171011470281543,0.0
1119,1,supermarket,2,0.0004171011470281543,0.0
1121,1,invisible,1,0.00020855057351407716,0.00107
1122,1,surrounding,2,0.0004171011470281543,0.0
1124,1,obsolete,1,0.00020855057351407716,-0.38575
1127,1,spare,2,0.0004171011470281543,0.09522
1128,1,spare,2,0.0004171011470281543,0.0
1129,1,spare,2,0.0004171011470281543,0.1069
1130,1,reproval,1,0.00020855057351407716,-0.07997
1131,1,accidental,1,0.00020855057351407716,-0.38663000000000003
1132,1,accidental,1,0.00020855057351407716,-0.42951000000000006
1137,1,retracted,2,0.0004171011470281543,0.0
1138,1,graduate,1,0.00020855057351407716,0.0
1139,1,graduate,1,0.00020855057351407716,0.0
1140,1,graduate,1,0.00020855057351407716,0.55198
1143,1,dragging,6,0.001251303441084463,-0.25931
1144,1,ticking,1,0.00020855057351407716,0.0
1145,1,france,1,0.00020855057351407716,0.0
1146,1,reproduce,1,0.00020855057351407716,0.0
1147,1,bulimic,2,0.0004171011470281543,-0.5124
1148,1,bulimic,2,0.0004171011470281543,-0.51753
1151,1,withdrawal,1,0.00020855057351407716,-0.18
1153,1,chat,1,0.00020855057351407716,0.23984
1154,1,chat,1,0.00020855057351407716,0.23159000000000002
1156,1,assumed,2,0.0004171011470281543,0.0
1160,1,spending,1,0.00020855057351407716,0.0
1162,1,pimp,1,0.00020855057351407716,0.0
1163,1,pimp,1,0.00020855057351407716,-0.47978000000000004
1164,1,greyhound,1,0.00020855057351407716,0.0
1166,1,hondo,1,0.00020855057351407716,0.0
1168,1,leering,1,0.00020855057351407716,0.24297
1169,1,grin,1,0.00020855057351407716,0.70472
1170,1,grin,1,0.00020855057351407716,0.0
1173,1,obsessive,1,0.00020855057351407716,-0.3809
1174,1,obsessive,1,0.00020855057351407716,0.0
1178,1,sweat,1,0.00020855057351407716,-0.18126
1179,1,sweat,1,0.00020855057351407716,0.0
1183,1,remote,1,0.00020855057351407716,0.08161
1184,1,remote,1,0.00020855057351407716,0.0
1185,1,stagnant,1,0.00020855057351407716,-0.45252
1188,1,heaven,2,0.0004171011470281543,0.6602100000000001
1189,1,consuming,1,0.00020855057351407716,-0.08901
1190,1,forked,1,0.00020855057351407716,-0.12619
1198,1,livid,1,0.00020855057351407716,-0.39598
1199,1,sweetheart,2,0.0004171011470281543,0.76659
1200,1,sweetheart,2,0.0004171011470281543,0.7471
1202,1,bench,1,0.00020855057351407716,0.12399
1203,1,bench,1,0.00020855057351407716,0.0
1204,1,surveillance,1,0.00020855057351407716,0.0
1208,1,unacceptable,1,0.00020855057351407716,-0.43163999999999997
1209,1,trespassing,1,0.00020855057351407716,-0.34088
1212,1,stature,1,0.00020855057351407716,0.12797
1215,1,reduce,1,0.00020855057351407716,0.03611
1216,1,retire,1,0.00020855057351407716,0.3796
1217,1,utah,4,0.0008342022940563086,0.0
1219,1,selective,1,0.00020855057351407716,0.03777
1222,1,pentecostal,1,0.00020855057351407716,0.0
1223,1,pentecostal,1,0.00020855057351407716,0.0
1224,1,outlet,1,0.00020855057351407716,0.15188
1227,1,willingly,1,0.00020855057351407716,0.15793
1231,1,circle,2,0.0004171011470281543,0.0
1232,1,circle,2,0.0004171011470281543,0.0
1234,1,educated,2,0.0004171011470281543,0.18486
1242,1,quote,2,0.0004171011470281543,0.0
1243,1,quote,2,0.0004171011470281543,0.0
1244,1,bicycle,1,0.00020855057351407716,0.0
1245,1,bicycle,1,0.00020855057351407716,0.0
1247,1,babysitting,2,0.0004171011470281543,0.0
1250,1,fever,1,0.00020855057351407716,-0.5283899999999999
1254,1,slim,2,0.0004171011470281543,0.42983000000000005
1255,1,slim,2,0.0004171011470281543,0.0
1260,1,bald,1,0.00020855057351407716,-0.50369
1261,1,bald,1,0.00020855057351407716,0.0
1262,1,lebanon,1,0.00020855057351407716,0.0
1263,1,bargaining,1,0.00020855057351407716,0.0
1265,1,thursday,1,0.00020855057351407716,0.0
1266,1,sorted,1,0.00020855057351407716,0.0
1267,1,siren,1,0.00020855057351407716,0.0
1270,1,pissed,2,0.0004171011470281543,-0.22494
1273,1,required,1,0.00020855057351407716,0.16965999999999998
1274,1,fewer,1,0.00020855057351407716,0.0
1278,1,capacity,1,0.00020855057351407716,0.04333
1279,1,passive,1,0.00020855057351407716,-0.09825
1280,1,passive,1,0.00020855057351407716,0.0
1281,1,licking,2,0.0004171011470281543,-0.18141
1283,1,goodbye,1,0.00020855057351407716,0.0
1285,1,naturally,1,0.00020855057351407716,0.03537
1286,1,flattering,1,0.00020855057351407716,0.5059
1289,1,fridge,2,0.0004171011470281543,0.0
1290,1,kindergarten,2,0.0004171011470281543,0.0
1295,1,obedient,1,0.00020855057351407716,0.23558
1297,1,salsa,1,0.00020855057351407716,0.0
1300,1,selfish,2,0.0004171011470281543,-0.45258000000000004
1305,1,elderly,1,0.00020855057351407716,-0.08647
1306,1,elderly,1,0.00020855057351407716,0.0
1307,1,derogatory,1,0.00020855057351407716,-0.57238
1308,1,barley,1,0.00020855057351407716,0.0
1310,1,bestseller,1,0.00020855057351407716,0.0
1314,1,chase,2,0.0004171011470281543,0.0
1315,1,chase,2,0.0004171011470281543,-0.26745
1317,1,boycott,1,0.00020855057351407716,0.0
1318,1,boycott,1,0.00020855057351407716,0.0
1321,1,delivery,1,0.00020855057351407716,0.22941
1322,1,magnificent,1,0.00020855057351407716,0.49791
1323,1,alleged,1,0.00020855057351407716,-0.34135
1326,1,hart,1,0.00020855057351407716,0.0
1334,1,opt,1,0.00020855057351407716,0.0
1335,1,intoxicated,1,0.00020855057351407716,0.0
1337,1,menstrual,1,0.00020855057351407716,0.0
1339,1,lonely,4,0.0008342022940563086,-0.59512
1341,1,lasciviously,1,0.00020855057351407716,0.17826
1342,1,uncharacteristically,1,0.00020855057351407716,0.15793
1343,1,maneuver,1,0.00020855057351407716,-0.09593
1344,1,maneuver,1,0.00020855057351407716,0.0
1345,1,freeing,1,0.00020855057351407716,0.0
1346,1,agonized,1,0.00020855057351407716,-0.42036
1352,1,gregarious,1,0.00020855057351407716,-0.01545
1354,1,remotely,1,0.00020855057351407716,0.10554000000000001
1357,1,needle,1,0.00020855057351407716,0.0
1358,1,needle,1,0.00020855057351407716,-0.22882
1360,1,salon,1,0.00020855057351407716,0.0
1362,1,quarter,1,0.00020855057351407716,0.1794
1363,1,quarter,1,0.00020855057351407716,0.0
1364,1,nonstop,1,0.00020855057351407716,0.0
1365,1,nonstop,1,0.00020855057351407716,0.0
1366,1,nonstop,1,0.00020855057351407716,0.0
1370,1,reporter,2,0.0004171011470281543,0.0
1373,1,arse,1,0.00020855057351407716,-0.02298
1375,1,deserted,1,0.00020855057351407716,-0.28345
1376,1,diffuse,1,0.00020855057351407716,0.021269999999999997
1377,1,diffuse,1,0.00020855057351407716,0.0
1378,1,kebab,1,0.00020855057351407716,0.0
1379,1,muslim,3,0.0006256517205422315,0.0
1380,1,muslim,3,0.0006256517205422315,0.0
1382,1,apropos,1,0.00020855057351407716,0.15199000000000001
1383,1,apropos,1,0.00020855057351407716,0.0
1385,1,leaf,1,0.00020855057351407716,0.0
1386,1,leaf,1,0.00020855057351407716,0.0
1387,1,kerb,1,0.00020855057351407716,0.0
1391,1,medan,1,0.00020855057351407716,0.0
1393,1,crash,1,0.00020855057351407716,0.0
1394,1,crash,1,0.00020855057351407716,-0.52389
1395,1,identified,1,0.00020855057351407716,0.0
1396,1,nearness,1,0.00020855057351407716,0.0
1397,1,sorrow,1,0.00020855057351407716,-0.47534
1398,1,sorrow,1,0.00020855057351407716,-0.48626
1399,1,socializing,1,0.00020855057351407716,0.0
1400,1,editor,1,0.00020855057351407716,0.0
