topic,word,count,prop,score,x,y,helper,expected,expected_scaled,expected_D,expected_dv
0,player,65,0.0254602428515472,0.18823,-682.407366290272,-476.55874101366834,0.004792381511946729,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,work,15,0.005875440658049354,0.018895,-682.407366290272,-476.55874101366834,0.00011101645123384252,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,home,18,0.007050528789659225,0.1462025,-682.407366290272,-476.55874101366834,0.0010308049353701528,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,play,22,0.008617312965139052,0.6393599999999999,-682.407366290272,-476.55874101366834,0.005509565217391304,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,directly,6,0.002350176263219741,-0.12825,-682.407366290272,-476.55874101366834,-0.0003014101057579318,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,import,2,0.0007833920877399138,0.0618,-682.407366290272,-476.55874101366834,4.8413631022326675e-05,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,move,9,0.0035252643948296123,0.017230000000000002,-682.407366290272,-476.55874101366834,6.074030552291423e-05,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,software,135,0.05287896592244418,0.0,-682.407366290272,-476.55874101366834,0.0,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,computer,61,0.023893458676067368,0.0,-682.407366290272,-476.55874101366834,0.0,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,make,17,0.006658832745789268,0.253815,-682.407366290272,-476.55874101366834,0.0016901116333725029,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,hassle,8,0.003133568350959655,-0.5017,-682.407366290272,-476.55874101366834,-0.0015721112416764592,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,idea,7,0.0027418723070896985,0.51888,-682.407366290272,-476.55874101366834,0.0014227027027027027,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,list,14,0.005483744614179397,0.0,-682.407366290272,-476.55874101366834,0.0,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,rule,2,0.0007833920877399138,-0.06764500000000001,-682.407366290272,-476.55874101366834,-5.299255777516648e-05,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,program,17,0.006658832745789268,0.0,-682.407366290272,-476.55874101366834,0.0,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,made,15,0.005875440658049354,0.12946,-682.407366290272,-476.55874101366834,0.0007606345475910692,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,put,24,0.009400705052878966,-0.01204,-682.407366290272,-476.55874101366834,-0.00011318448883666276,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,easily,14,0.005483744614179397,0.2646,-682.407366290272,-476.55874101366834,0.0014509988249118686,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,hard,57,0.022326674500587545,-0.135265,-682.407366290272,-476.55874101366834,-0.0030200176263219737,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,drive,38,0.014884449667058363,0.394315,-682.407366290272,-476.55874101366834,0.005869161770466118,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,adapter,3,0.0011750881316098707,0.0,-682.407366290272,-476.55874101366834,0.0,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,party,6,0.002350176263219741,0.0,-682.407366290272,-476.55874101366834,0.0,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,system,15,0.005875440658049354,0.11065,-682.407366290272,-476.55874101366834,0.0006501175088131611,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,automatic,5,0.0019584802193497847,0.121995,-682.407366290272,-476.55874101366834,0.000238924794359577,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,setting,7,0.0027418723070896985,0.0,-682.407366290272,-476.55874101366834,0.0,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,custom,4,0.0015667841754798276,0.046845,-682.407366290272,-476.55874101366834,7.339600470035252e-05,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,plain,2,0.0007833920877399138,0.01363,-682.407366290272,-476.55874101366834,1.0677634155895027e-05,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,required,5,0.0019584802193497847,0.16965999999999998,-682.407366290272,-476.55874101366834,0.00033227575401488437,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,simply,17,0.006658832745789268,0.30688000000000004,-682.407366290272,-476.55874101366834,0.002043462593027811,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,minutes,17,0.006658832745789268,0.0,-682.407366290272,-476.55874101366834,0.0,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,moment,7,0.0027418723070896985,0.29348,-682.407366290272,-476.55874101366834,0.0008046846846846848,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,transfer,40,0.015667841754798278,0.0,-682.407366290272,-476.55874101366834,0.0,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,frustration,4,0.0015667841754798276,-0.65532,-682.407366290272,-476.55874101366834,-0.0010267450058754409,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,copy,8,0.003133568350959655,0.048365,-682.407366290272,-476.55874101366834,0.00015155503329416373,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,open,7,0.0027418723070896985,0.10806666666666666,-682.407366290272,-476.55874101366834,0.0002963050006528267,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,capability,2,0.0007833920877399138,0.3795,-682.407366290272,-476.55874101366834,0.00029729729729729726,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,impossible,4,0.0015667841754798276,-0.41605,-682.407366290272,-476.55874101366834,-0.0006518605562083822,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,error,10,0.0039169604386995694,-0.41938000000000003,-682.407366290272,-476.55874101366834,-0.0016426948687818257,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,manually,11,0.004308656482569526,0.0,-682.407366290272,-476.55874101366834,0.0,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
0,audio,13,0.0050920485703094395,0.0,-682.407366290272,-476.55874101366834,0.0,0.07119124037080563,0.4356278322106293,0.018346156823585598,0.17672107062680925
